Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
concept:gene:eco	concept:is#SPACE#involved#SPACE#in	concept:biological_process:negative#SPACE#regulation#SPACE#of#SPACE#endopeptidase#SPACE#activity		1.0		
concept:gene:envC	concept:has	concept:molecular_function:hydrolase#SPACE#activity		1.0		
concept:gene:slyD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:protein#SPACE#maturation#SPACE#by#SPACE#protein#SPACE#folding		1.0		
concept:gene:recR	concept:is#SPACE#involved#SPACE#in	concept:biological_process:DNA#SPACE#repair		1.0		
concept:gene:gnd	concept:is#SPACE#involved#SPACE#in	concept:biological_process:D-gluconate#SPACE#metabolic#SPACE#process		1.0		
concept:gene:ppdB	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#plasma#SPACE#membrane		1.0		
concept:gene:artM	concept:is#SPACE#involved#SPACE#in	concept:biological_process:amino#SPACE#acid#SPACE#transmembrane#SPACE#transport		1.0		
concept:gene:uhpB	concept:is#SPACE#part#SPACE#of	concept:cellular_component:intracellular		1.0		
concept:gene:ppk	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:arcA	concept:represses	concept:gene:hisJ		1.0		
concept:gene:atpC	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:gatY	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:frdB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:anaerobic#SPACE#respiration		1.0		
concept:gene:fepG	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:arcA	concept:activates	concept:gene:glpG		1.0		
concept:gene:nuoB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:electron#SPACE#transport#SPACE#coupled#SPACE#proton#SPACE#transport		1.0		
concept:gene:fabI	concept:targeted#SPACE#by	concept:antibiotic:Triclosan		1.0		
concept:gene:narQ	concept:is#SPACE#involved#SPACE#in	concept:biological_process:signal#SPACE#transduction#SPACE#by#SPACE#protein#SPACE#phosphorylation		1.0		
concept:gene:ccmF	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:yidA	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:arcA	concept:represses	concept:gene:nuoH		1.0		
concept:gene:tdcE	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:ruvB	concept:has	concept:molecular_function:four-way#SPACE#junction#SPACE#helicase#SPACE#activity		1.0		
concept:gene:nanM	concept:has	concept:molecular_function:racemase#SPACE#and#SPACE#epimerase#SPACE#activity#COMMA##SPACE#acting#SPACE#on#SPACE#carbohydrates#SPACE#and#SPACE#derivatives		1.0		
concept:gene:iaaA	concept:has	concept:molecular_function:asparaginase#SPACE#activity		1.0		
concept:gene:rplM	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosolic#SPACE#large#SPACE#ribosomal#SPACE#subunit		1.0		
concept:gene:marA	concept:activates	concept:gene:ygiB		1.0		
concept:gene:murP	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#membrane		1.0		
concept:gene:crp	concept:represses	concept:gene:thrA		1.0		
concept:gene:ybiY	concept:has	concept:molecular_function:iron-sulfur#SPACE#cluster#SPACE#binding		1.0		
concept:gene:moaE	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:arcC	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:yfcF	concept:has	concept:molecular_function:maleylacetoacetate#SPACE#isomerase#SPACE#activity		1.0		
concept:gene:hemB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:heme#SPACE#biosynthetic#SPACE#process		1.0		
concept:gene:uxuA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:D-glucuronate#SPACE#catabolic#SPACE#process		1.0		
concept:gene:hemL	concept:has	concept:molecular_function:identical#SPACE#protein#SPACE#binding		1.0		
concept:gene:galR	concept:activates	concept:gene:galK		1.0		
concept:gene:bdcR	concept:is#SPACE#involved#SPACE#in	concept:biological_process:negative#SPACE#regulation#SPACE#of#SPACE#transcription#COMMA##SPACE#DNA-templated		1.0		
concept:gene:narL	concept:represses	concept:gene:nikE		1.0		
concept:gene:rrrD	concept:has	concept:molecular_function:lysozyme#SPACE#activity		1.0		
concept:gene:lrp	concept:activates	concept:gene:eco		1.0		
concept:gene:mmuP	concept:is#SPACE#involved#SPACE#in	concept:biological_process:S-methylmethionine#SPACE#transport		1.0		
concept:gene:cheA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:positive#SPACE#regulation#SPACE#of#SPACE#protein#SPACE#dephosphorylation		1.0		
concept:gene:adiC	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#membrane		1.0		
concept:gene:ftsA	concept:has	concept:molecular_function:identical#SPACE#protein#SPACE#binding		1.0		
concept:gene:fnr	concept:activates	concept:gene:caiD		1.0		
concept:gene:yccA	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#membrane		1.0		
concept:gene:narI	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:fnr	concept:activates	concept:gene:caiB		1.0		
concept:gene:arcA	concept:represses	concept:gene:gcvA		1.0		
concept:gene:rpmF	concept:is#SPACE#involved#SPACE#in	concept:biological_process:response#SPACE#to#SPACE#reactive#SPACE#oxygen#SPACE#species		1.0		
concept:gene:lldD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:L-fucose#SPACE#catabolic#SPACE#process		1.0		
concept:gene:thiI	concept:is#SPACE#involved#SPACE#in	concept:biological_process:tRNA#SPACE#4-thiouridine#SPACE#biosynthesis		1.0		
concept:gene:ligA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:DNA#SPACE#ligation		1.0		
concept:gene:leuB	concept:has	concept:molecular_function:3-isopropylmalate#SPACE#dehydrogenase#SPACE#activity		1.0		
concept:gene:rplN	concept:is#SPACE#part#SPACE#of	concept:cellular_component:ribosome		1.0		
concept:gene:tdh	concept:has	concept:molecular_function:zinc#SPACE#ion#SPACE#binding		1.0		
concept:gene:hisB	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:ugpB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:glycerophosphodiester#SPACE#transmembrane#SPACE#transport		1.0		
concept:gene:minD	concept:has	concept:molecular_function:identical#SPACE#protein#SPACE#binding		1.0		
concept:gene:ycaK	concept:has	concept:molecular_function:electron#SPACE#transfer#SPACE#activity		1.0		
concept:gene:lacZ	concept:is#SPACE#part#SPACE#of	concept:cellular_component:beta-galactosidase#SPACE#complex		1.0		
concept:gene:ppsR	concept:is#SPACE#involved#SPACE#in	concept:biological_process:protein#SPACE#phosphorylation		1.0		
concept:gene:envC	concept:is#SPACE#part#SPACE#of	concept:cellular_component:outer#SPACE#membrane-bounded#SPACE#periplasmic#SPACE#space		1.0		
concept:gene:rplN	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:yidD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:protein#SPACE#insertion#SPACE#into#SPACE#membrane		1.0		
concept:gene:narL	concept:activates	concept:gene:narK		1.0		
concept:gene:fis	concept:activates	concept:gene:cspA		1.0		
concept:gene:fis	concept:represses	concept:gene:nirD		1.0		
concept:gene:crp	concept:represses	concept:gene:hfq		1.0		
concept:gene:cra	concept:activates	concept:gene:ppsR		1.0		
concept:gene:arcA	concept:represses	concept:gene:phnP		1.0		
concept:gene:uxuR	concept:is#SPACE#involved#SPACE#in	concept:biological_process:transcription#COMMA##SPACE#DNA-templated		1.0		
concept:gene:prfB	concept:has	concept:molecular_function:translation#SPACE#release#SPACE#factor#SPACE#activity#COMMA##SPACE#codon#SPACE#specific		1.0		
concept:gene:znuB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:ion#SPACE#transport		1.0		
concept:gene:appC	concept:has	concept:molecular_function:electron#SPACE#transfer#SPACE#activity		1.0		
concept:gene:tap	concept:has	concept:molecular_function:transmembrane#SPACE#signaling#SPACE#receptor#SPACE#activity		1.0		
concept:gene:secG	concept:is#SPACE#involved#SPACE#in	concept:biological_process:protein#SPACE#insertion#SPACE#into#SPACE#membrane#SPACE#from#SPACE#inner#SPACE#side		1.0		
concept:gene:rraB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:negative#SPACE#regulation#SPACE#of#SPACE#catalytic#SPACE#activity		1.0		
concept:gene:rfbC	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:lacI	concept:has	concept:molecular_function:transcriptional#SPACE#repressor#SPACE#activity#COMMA##SPACE#bacterial-type#SPACE#RNA#SPACE#polymerase#SPACE#proximal#SPACE#promoter#SPACE#sequence-specific#SPACE#DNA#SPACE#binding		1.0		
concept:gene:yciE	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:gadX	concept:activates	concept:gene:uspE		1.0		
concept:gene:soxS	concept:activates	concept:gene:fur		1.0		
concept:gene:emrY	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#plasma#SPACE#membrane		1.0		
concept:gene:lipB	concept:has	concept:molecular_function:catalytic#SPACE#activity		1.0		
concept:gene:fnr	concept:activates	concept:gene:dmsA		1.0		
concept:gene:argD	concept:has	concept:molecular_function:identical#SPACE#protein#SPACE#binding		1.0		
concept:gene:sdhA	concept:has	concept:molecular_function:flavin#SPACE#adenine#SPACE#dinucleotide#SPACE#binding		1.0		
concept:gene:sucC	concept:has	concept:molecular_function:succinate-CoA#SPACE#ligase#SPACE#(ADP-forming)#SPACE#activity		1.0		
concept:gene:glnA	concept:has	concept:molecular_function:glutamate-ammonia#SPACE#ligase#SPACE#activity		1.0		
concept:gene:ybbP	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:yeaD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:cellular#SPACE#response#SPACE#to#SPACE#DNA#SPACE#damage#SPACE#stimulus		1.0		
concept:gene:csiR	concept:represses	concept:gene:gabD		1.0		
concept:gene:ascG	concept:represses	concept:gene:ascB		1.0		
concept:gene:kdsC	concept:is#SPACE#involved#SPACE#in	concept:biological_process:dephosphorylation		1.0		
concept:gene:pdhR	concept:represses	concept:gene:glcA		1.0		
concept:gene:leuO	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:ytfJ	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:fryA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:phosphoenolpyruvate-dependent#SPACE#sugar#SPACE#phosphotransferase#SPACE#system		1.0		
concept:gene:crp	concept:activates	concept:gene:araJ		1.0		
concept:gene:cadA	concept:has	concept:molecular_function:guanosine#SPACE#tetraphosphate#SPACE#binding		1.0		
concept:gene:insI3	concept:has	concept:molecular_function:transposase#SPACE#activity		1.0		
concept:gene:trkH	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#plasma#SPACE#membrane		1.0		
concept:gene:zinT	concept:is#SPACE#part#SPACE#of	concept:cellular_component:outer#SPACE#membrane-bounded#SPACE#periplasmic#SPACE#space		1.0		
concept:gene:ygfI	concept:is#SPACE#involved#SPACE#in	concept:biological_process:transcription#COMMA##SPACE#DNA-templated		1.0		
concept:gene:yigM	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:aspS	concept:has	concept:molecular_function:ATP#SPACE#binding		1.0		
concept:gene:rng	concept:is#SPACE#involved#SPACE#in	concept:biological_process:nucleic#SPACE#acid#SPACE#phosphodiester#SPACE#bond#SPACE#hydrolysis		1.0		
concept:gene:pykA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:protein#SPACE#homotetramerization		1.0		
concept:gene:lrp	concept:represses	concept:gene:dppA		1.0		
concept:gene:fbp	concept:is#SPACE#involved#SPACE#in	concept:biological_process:protein#SPACE#homotetramerization		1.0		
concept:gene:lepB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:signal#SPACE#peptide#SPACE#processing		1.0		
concept:gene:nlpD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:positive#SPACE#regulation#SPACE#of#SPACE#hydrolase#SPACE#activity		1.0		
concept:gene:mhpR	concept:activates	concept:gene:mhpE		1.0		
concept:gene:pabC	concept:has	concept:molecular_function:4-amino-4-deoxychorismate#SPACE#lyase#SPACE#activity		1.0		
concept:gene:hypD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:cellular#SPACE#protein#SPACE#modification#SPACE#process		1.0		
concept:gene:ytfB	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:arcA	concept:activates	concept:gene:hybO		1.0		
concept:gene:moeA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:molybdopterin#SPACE#cofactor#SPACE#biosynthetic#SPACE#process		1.0		
concept:gene:dhaL	concept:has	concept:molecular_function:magnesium#SPACE#ion#SPACE#binding		1.0		
concept:gene:ybcI	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:ispH	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:flu	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cell#SPACE#outer#SPACE#membrane		1.0		
concept:gene:lpcA	concept:has	concept:molecular_function:carbohydrate#SPACE#derivative#SPACE#binding		1.0		
concept:gene:ftsI	concept:has	concept:molecular_function:penicillin#SPACE#binding		1.0		
concept:gene:xylF	concept:has	concept:molecular_function:monosaccharide#SPACE#binding		1.0		
concept:gene:tsf	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytoplasm		1.0		
concept:gene:nsrR	concept:represses	concept:gene:mepH		1.0		
concept:gene:ssuE	concept:is#SPACE#involved#SPACE#in	concept:biological_process:protein#SPACE#homotetramerization		1.0		
concept:gene:csgB	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cell#SPACE#outer#SPACE#membrane		1.0		
concept:gene:yjhQ	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:ftsZ	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:sapC	concept:is#SPACE#part#SPACE#of	concept:cellular_component:ATP-binding#SPACE#cassette#SPACE#(ABC)#SPACE#transporter#SPACE#complex		1.0		
concept:gene:cobB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:chemotaxis		1.0		
concept:gene:rpoZ	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:pyrC	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytoplasm		1.0		
concept:gene:cysK	concept:is#SPACE#involved#SPACE#in	concept:biological_process:cysteine#SPACE#biosynthetic#SPACE#process#SPACE#from#SPACE#serine		1.0		
concept:gene:hcaB	concept:has	concept:molecular_function:oxidoreductase#SPACE#activity		1.0		
concept:gene:pstC	concept:is#SPACE#involved#SPACE#in	concept:biological_process:phosphate#SPACE#ion#SPACE#transmembrane#SPACE#transport		1.0		
concept:gene:yahF	concept:is#SPACE#involved#SPACE#in	concept:biological_process:succinate#SPACE#metabolic#SPACE#process		1.0		
concept:gene:nfi	concept:is#SPACE#involved#SPACE#in	concept:biological_process:nucleic#SPACE#acid#SPACE#phosphodiester#SPACE#bond#SPACE#hydrolysis		1.0		
concept:gene:hipA	concept:has	concept:molecular_function:ATP#SPACE#binding		1.0		
concept:gene:nuoC	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:paaX	concept:represses	concept:gene:paaC		1.0		
concept:gene:idnT	concept:has	concept:molecular_function:L-idonate#SPACE#transmembrane#SPACE#transporter#SPACE#activity		1.0		
concept:gene:puuD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:polyamine#SPACE#catabolic#SPACE#process		1.0		
concept:gene:fnr	concept:activates	concept:gene:frdD		1.0		
concept:gene:xanQ	concept:has	concept:molecular_function:xanthine#SPACE#transmembrane#SPACE#transporter#SPACE#activity		1.0		
concept:gene:moaC	concept:has	concept:molecular_function:lyase#SPACE#activity		1.0		
concept:gene:mgtA	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:hofP	concept:is#SPACE#involved#SPACE#in	concept:biological_process:DNA#SPACE#catabolic#SPACE#process		1.0		
concept:gene:cueO	concept:has	concept:molecular_function:oxidoreductase#SPACE#activity#COMMA##SPACE#oxidizing#SPACE#metal#SPACE#ions#COMMA##SPACE#oxygen#SPACE#as#SPACE#acceptor		1.0		
concept:gene:ydcP	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:ybbN	concept:is#SPACE#involved#SPACE#in	concept:biological_process:chaperone-mediated#SPACE#protein#SPACE#folding		1.0		
concept:gene:lldR	concept:is#SPACE#involved#SPACE#in	concept:biological_process:carbon#SPACE#catabolite#SPACE#regulation#SPACE#of#SPACE#transcription		1.0		
concept:gene:frdA	concept:has	concept:molecular_function:electron#SPACE#transfer#SPACE#activity		1.0		
concept:gene:dacB	concept:has	concept:molecular_function:carboxypeptidase#SPACE#activity		1.0		
concept:gene:aaeA	concept:has	concept:molecular_function:sulfathiazole#SPACE#transmembrane#SPACE#transporter#SPACE#activity		1.0		
concept:gene:intQ	concept:is#SPACE#involved#SPACE#in	concept:biological_process:establishment#SPACE#of#SPACE#integrated#SPACE#proviral#SPACE#latency		1.0		
concept:gene:ltaE	concept:has	concept:molecular_function:phenylserine#SPACE#aldolase#SPACE#activity		1.0		
concept:gene:arcA	concept:represses	concept:gene:manA		1.0		
concept:gene:ybjG	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:insE-5	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:arcA	concept:activates	concept:gene:paaI		1.0		
concept:gene:hpt	concept:is#SPACE#involved#SPACE#in	concept:biological_process:purine#SPACE#ribonucleoside#SPACE#salvage		1.0		
