Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
concept:thiamine#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:aspS	generalizations	concept:gene		1.0		
concept:cptA	generalizations	concept:gene		1.0		
concept:protein#SPACE#targeting#SPACE#to#SPACE#membrane	generalizations	concept:biological_process		1.0		
concept:yghS	generalizations	concept:gene		1.0		
concept:2-dehydro-3-deoxy-D-pentonate#SPACE#aldolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:5-aminolevulinate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:lgt	generalizations	concept:gene		1.0		
concept:chaB	generalizations	concept:gene		1.0		
concept:yejO	generalizations	concept:gene		1.0		
concept:cellular#SPACE#amino#SPACE#acid#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:arnF	generalizations	concept:gene		1.0		
concept:rpoS	generalizations	concept:gene		1.0		
concept:cell#SPACE#wall#SPACE#assembly	generalizations	concept:biological_process		1.0		
concept:potE	generalizations	concept:gene		1.0		
concept:yehW	generalizations	concept:gene		1.0		
concept:eutD	generalizations	concept:gene		1.0		
concept:oxidoreductase#SPACE#activity#COMMA##SPACE#acting#SPACE#on#SPACE#the#SPACE#CH-CH#SPACE#group#SPACE#of#SPACE#donors#COMMA##SPACE#with#SPACE#a#SPACE#flavin#SPACE#as#SPACE#acceptor	generalizations	concept:molecular_function		1.0		
concept:yfbT	generalizations	concept:gene		1.0		
concept:ghrB	generalizations	concept:gene		1.0		
concept:mhpF	generalizations	concept:gene		1.0		
concept:yagJ	generalizations	concept:gene		1.0		
concept:phosphoric#SPACE#ester#SPACE#hydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nuoI	generalizations	concept:gene		1.0		
concept:ATP#SPACE#hydrolysis#SPACE#coupled#SPACE#cation#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:gyrB	generalizations	concept:gene		1.0		
concept:yjaH	generalizations	concept:gene		1.0		
concept:ompC	generalizations	concept:gene		1.0		
concept:tfaS	generalizations	concept:gene		1.0		
concept:ybaT	generalizations	concept:gene		1.0		
concept:yghY	generalizations	concept:gene		1.0		
concept:yjiX	generalizations	concept:gene		1.0		
concept:tRNA#SPACE#(cytosine-2'-O-)-methyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:pbpG	generalizations	concept:gene		1.0		
concept:galactose#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:acnB	generalizations	concept:gene		1.0		
concept:histidine#SPACE#phosphotransfer#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#RNA#SPACE#splicing	generalizations	concept:biological_process		1.0		
concept:S-adenosylmethionine#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yghA	generalizations	concept:gene		1.0		
concept:ydiK	generalizations	concept:gene		1.0		
concept:hyuA	generalizations	concept:gene		1.0		
concept:dicarboxylic#SPACE#acid#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:yjjW	generalizations	concept:gene		1.0		
concept:insA-5	generalizations	concept:gene		1.0		
concept:transcription#SPACE#factor#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:yneI	generalizations	concept:gene		1.0		
concept:nucleoside#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:wzc	generalizations	concept:gene		1.0		
concept:ypfM	generalizations	concept:gene		1.0		
concept:glyoxylate#SPACE#reductase#SPACE#(NADP)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:hypF	generalizations	concept:gene		1.0		
concept:rpmC	generalizations	concept:gene		1.0		
concept:rhmD	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#translation	generalizations	concept:biological_process		1.0		
concept:cytolysis	generalizations	concept:biological_process		1.0		
concept:DNA#SPACE#(cytosine-5-)-methyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nupX	generalizations	concept:gene		1.0		
concept:nuoF	generalizations	concept:gene		1.0		
concept:tktB	generalizations	concept:gene		1.0		
concept:yqfE	generalizations	concept:gene		1.0		
concept:ftsE	generalizations	concept:gene		1.0		
concept:hcaF	generalizations	concept:gene		1.0		
concept:sulfonate#SPACE#dioxygenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybeD	generalizations	concept:gene		1.0		
concept:mixed#SPACE#acid#SPACE#fermentation	generalizations	concept:biological_process		1.0		
concept:nfsA	generalizations	concept:gene		1.0		
concept:pheL	generalizations	concept:gene		1.0		
concept:rpsC	generalizations	concept:gene		1.0		
concept:yqiA	generalizations	concept:gene		1.0		
concept:succinyl-CoA#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yfjP	generalizations	concept:gene		1.0		
concept:yncJ	generalizations	concept:gene		1.0		
concept:guanosine-3'#COMMA#5'-bis(diphosphate)#SPACE#3'-diphosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rssA	generalizations	concept:gene		1.0		
concept:ygjG	generalizations	concept:gene		1.0		
concept:grcA	generalizations	concept:gene		1.0		
concept:yjcC	generalizations	concept:gene		1.0		
concept:alkA	generalizations	concept:gene		1.0		
concept:bacterial-type#SPACE#RNA#SPACE#polymerase#SPACE#holo#SPACE#enzyme#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:yafF	generalizations	concept:gene		1.0		
concept:nemA	generalizations	concept:gene		1.0		
concept:yhfX	generalizations	concept:gene		1.0		
concept:yqjC	generalizations	concept:gene		1.0		
concept:cellobiose#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:rsmC	generalizations	concept:gene		1.0		
concept:response#SPACE#to#SPACE#amino#SPACE#acid	generalizations	concept:biological_process		1.0		
concept:amiC	generalizations	concept:gene		1.0		
concept:vitamin#SPACE#K#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ribosomal#SPACE#large#SPACE#subunit#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:thiamine#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#ATPase#SPACE#activity	generalizations	concept:biological_process		1.0		
concept:entA	generalizations	concept:gene		1.0		
concept:L-serine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yjjU	generalizations	concept:gene		1.0		
concept:yegK	generalizations	concept:gene		1.0		
concept:sulfate#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:yibT	generalizations	concept:gene		1.0		
concept:regulation#SPACE#of#SPACE#carbohydrate#SPACE#utilization	generalizations	concept:biological_process		1.0		
concept:alkylbase#SPACE#DNA#SPACE#N-glycosylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:dtpC	generalizations	concept:gene		1.0		
concept:iscR	generalizations	concept:gene		1.0		
concept:alanylglutamate#SPACE#dipeptidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:leucyl-tRNA#SPACE#aminoacylation	generalizations	concept:biological_process		1.0		
concept:gluconeogenesis	generalizations	concept:biological_process		1.0		
concept:ydeJ	generalizations	concept:gene		1.0		
concept:puuC	generalizations	concept:gene		1.0		
concept:L-leucine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:iron#SPACE#incorporation#SPACE#into#SPACE#metallo-sulfur#SPACE#cluster	generalizations	concept:biological_process		1.0		
concept:orotidine-5'-phosphate#SPACE#decarboxylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ispG	generalizations	concept:gene		1.0		
concept:ybhI	generalizations	concept:gene		1.0		
concept:protein#SPACE#insertion#SPACE#into#SPACE#membrane#SPACE#from#SPACE#inner#SPACE#side	generalizations	concept:biological_process		1.0		
concept:Ornidazole	generalizations	concept:antibiotic		1.0		
concept:abgT	generalizations	concept:gene		1.0		
concept:nuoH	generalizations	concept:gene		1.0		
concept:entE	generalizations	concept:gene		1.0		
concept:ppdB	generalizations	concept:gene		1.0		
concept:rfaI	generalizations	concept:gene		1.0		
concept:rimI	generalizations	concept:gene		1.0		
concept:mdtF	generalizations	concept:gene		1.0		
concept:D-gluconate#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:cell	generalizations	concept:cellular_component		1.0		
concept:AMP#SPACE#nucleosidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:Rifampicin	generalizations	concept:antibiotic		1.0		
concept:dTTP#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:2#COMMA#3#COMMA#4#COMMA#5-tetrahydropyridine-2#COMMA#6-dicarboxylate#SPACE#N-succinyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:aphA	generalizations	concept:gene		1.0		
concept:yceN	generalizations	concept:gene		1.0		
concept:3'-5'#SPACE#RNA#SPACE#helicase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rnpA	generalizations	concept:gene		1.0		
concept:glycerol-3-phosphate#SPACE#dehydrogenase#SPACE#[NADP+]#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protein#SPACE#tyrosine#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:peptide#SPACE#alpha-N-acetyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yeiC	generalizations	concept:gene		1.0		
concept:dodecyl#SPACE#sulfate#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:prmC	generalizations	concept:gene		1.0		
concept:ygcQ	generalizations	concept:gene		1.0		
concept:metG	generalizations	concept:gene		1.0		
concept:yjfL	generalizations	concept:gene		1.0		
concept:aerobic#SPACE#cobalamin#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ribose#SPACE#phosphate#SPACE#diphosphokinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rspA	generalizations	concept:gene		1.0		
concept:envZ	generalizations	concept:gene		1.0		
concept:yjgZ	generalizations	concept:gene		1.0		
concept:ybjP	generalizations	concept:gene		1.0		
concept:slyX	generalizations	concept:gene		1.0		
concept:maltose#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:2-methylisocitrate#SPACE#dehydratase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yhbP	generalizations	concept:gene		1.0		
concept:yicT	generalizations	concept:gene		1.0		
concept:thiP	generalizations	concept:gene		1.0		
concept:serine#SPACE#O-acetyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:lipopolysaccharide#SPACE#glucosyltransferase#SPACE#II#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybdR	generalizations	concept:gene		1.0		
concept:1#COMMA#4-dihydroxy-2-naphthoyl-CoA#SPACE#thioesterase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ATP#SPACE#hydrolysis#SPACE#coupled#SPACE#anion#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:insB-6	generalizations	concept:gene		1.0		
concept:ribonuclease#SPACE#E#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:molybdenum#SPACE#cofactor#SPACE#cytidylyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:anchored#SPACE#component#SPACE#of#SPACE#plasma#SPACE#membrane	generalizations	concept:cellular_component		1.0		
concept:lldD	generalizations	concept:gene		1.0		
concept:asd	generalizations	concept:gene		1.0		
concept:rpsT	generalizations	concept:gene		1.0		
concept:cellular#SPACE#stress#SPACE#response#SPACE#to#SPACE#acidic#SPACE#pH	generalizations	concept:biological_process		1.0		
concept:nrdR	generalizations	concept:gene		1.0		
concept:prr	generalizations	concept:gene		1.0		
concept:rusA	generalizations	concept:gene		1.0		
concept:UDP-3-O-[3-hydroxymyristoyl]#SPACE#N-acetylglucosamine#SPACE#deacetylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rlmI	generalizations	concept:gene		1.0		
concept:poxA	generalizations	concept:gene		1.0		
concept:bioA	generalizations	concept:gene		1.0		
concept:lpcA	generalizations	concept:gene		1.0		
concept:yafM	generalizations	concept:gene		1.0		
concept:regulation#SPACE#of#SPACE#intracellular#SPACE#pH	generalizations	concept:biological_process		1.0		
concept:ydeA	generalizations	concept:gene		1.0		
concept:ygjH	generalizations	concept:gene		1.0		
concept:yhcF	generalizations	concept:gene		1.0		
concept:yigG	generalizations	concept:gene		1.0		
concept:drug#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:fabB	generalizations	concept:gene		1.0		
concept:rpoE	generalizations	concept:gene		1.0		
concept:dnaE	generalizations	concept:gene		1.0		
concept:ycaN	generalizations	concept:gene		1.0		
concept:Apramycin	generalizations	concept:antibiotic		1.0		
concept:cobinamide#SPACE#phosphate#SPACE#guanylyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:atpI	generalizations	concept:gene		1.0		
concept:kduI	generalizations	concept:gene		1.0		
concept:rplR	generalizations	concept:gene		1.0		
concept:yhdT	generalizations	concept:gene		1.0		
concept:narL	generalizations	concept:gene		1.0		
concept:yecM	generalizations	concept:gene		1.0		
concept:protein#SPACE#autophosphorylation	generalizations	concept:biological_process		1.0		
concept:yaeP	generalizations	concept:gene		1.0		
concept:yhbJ	generalizations	concept:gene		1.0		
concept:4-hydroxythreonine-4-phosphate#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:mutS	generalizations	concept:gene		1.0		
concept:3'-phosphoadenosine#SPACE#5'-phosphosulfate#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:L-alanine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:efflux#SPACE#pump#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:yqgF	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#translational#SPACE#elongation	generalizations	concept:biological_process		1.0		
concept:ynjI	generalizations	concept:gene		1.0		
concept:Geneticin	generalizations	concept:antibiotic		1.0		
concept:alpha-D-ribose#SPACE#1-methylphosphonate#SPACE#5-triphosphate#SPACE#synthase#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:mdtQ	generalizations	concept:gene		1.0		
